text,label,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
mouse,ORGANISM,40595652,40595652,2025-08-18 15:47:09.889,C1331371,Mouse (rodent),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1331371
trp53,GENE_OR_GENE_PRODUCT,40595652,40595652,2025-08-18 15:47:09.889,C0079419,TP53 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079419
pten,GENE_OR_GENE_PRODUCT,40595652,40595652,2025-08-18 15:47:09.889,C0694888,PTEN gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0694888
mice,ORGANISM,40595652,40595652,2025-08-18 15:47:09.889,C0025914,House mice,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025914
ap-2 gamma,GENE_OR_GENE_PRODUCT,40595652,40595652,2025-08-18 15:47:09.889,C0753144,Transcription Factor AP-2 Gamma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0753144
tfap2c,GENE_OR_GENE_PRODUCT,40595652,40595652,2025-08-18 15:47:09.889,C1336606,TFAP2C gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1336606
epidermal squamous,CANCER,40595652,40595652,2025-08-18 15:47:09.889,,,,
h3k27,GENE_OR_GENE_PRODUCT,40595652,40595652,2025-08-18 15:47:09.889,C3898881,Histone H3 Lysine 28,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3898881
ezh2 loss-driven,GENE_OR_GENE_PRODUCT,40595652,40595652,2025-08-18 15:47:09.889,,,,
malignancy,CANCER,40595652,40595652,2025-08-18 15:47:09.889,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
gastric squamous cell carcinoma,CANCER,40595652,40595652,2025-08-18 15:47:09.889,C1333789,Gastric Squamous Cell Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1333789
humans neoplasms male,ORGANISM,40595559,40595559,2025-08-18 15:47:09.984,,,,
p16 tumor suppressor protein,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,,,,
p53,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,C0080055,Protein p53,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0080055
human cancers,ORGANISM,40595559,40595559,2025-08-18 15:47:09.984,C1514299,Preclinical Models for Human Cancers Working Group,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1514299
virus-negative tumors,CANCER,40595559,40595559,2025-08-18 15:47:09.984,,,,
cancers,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
tumors,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
virus-positive tumors,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C4724818,FGF3 Gene Fusion Positive,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4724818
tp53,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,C0079419,TP53 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079419
cdkn2a,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,C0525037,CDKN2A gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0525037
ddx3x,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,C1413962,DDX3X gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1413962
eif4a1,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,C1414347,EIF4A1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1414347
gastric cancer,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
head and neck squamous cell carcinoma,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C1168401,Squamous cell carcinoma of the head and neck,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1168401
cancer,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
cd8,GENE_OR_GENE_PRODUCT,40595559,40595559,2025-08-18 15:47:09.984,C0085358,CD8 Antigens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0085358
t cell,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
t cell receptor,CELL,40595559,40595559,2025-08-18 15:47:09.984,C0034790,T-Cell Receptor,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0034790
malignancies,CANCER,40595559,40595559,2025-08-18 15:47:09.984,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
humans stomach neoplasms,ORGANISM,40594780,40594780,2025-08-18 15:47:10.079,,,,
tumor male female,CANCER,40594780,40594780,2025-08-18 15:47:10.079,C4682944,Male Penile Urethra and Female Urethra Cancer Pathologic Primary Tumor TNM Finding v8,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4682944
neoplastic middle,PATHOLOGICAL_FORMATION,40594780,40594780,2025-08-18 15:47:10.079,C5420535,Non-Neoplastic Middle Ear Disorder,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5420535
adenocarcinoma lymphocytes,CELL,40594780,40594780,2025-08-18 15:47:10.079,,,,
tumor-infiltrating,CELL,40594780,40594780,2025-08-18 15:47:10.079,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
gastric cancer immune microenvironment gastric cancer(gc,CANCER,40594780,40594780,2025-08-18 15:47:10.079,,,,
cancer,CANCER,40594780,40594780,2025-08-18 15:47:10.079,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
stomach cancer,CANCER,40594780,40594780,2025-08-18 15:47:10.079,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
patients,ORGANISM,40594780,40594780,2025-08-18 15:47:10.079,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
immune cells,CELL,40594780,40594780,2025-08-18 15:47:10.079,C5543550,Cytokine hypersensitivity of immune cells,OMIM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5543550
gngt1,GENE_OR_GENE_PRODUCT,40594780,40594780,2025-08-18 15:47:10.079,C1415161,GNGT1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1415161
tissues,TISSUE,40594780,40594780,2025-08-18 15:47:10.079,C0040300,Body tissue,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0040300
stomach adenocarcinoma(stad,CANCER,40594780,40594780,2025-08-18 15:47:10.079,,,,
tumour,CANCER,40594780,40594780,2025-08-18 15:47:10.079,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
immune cell,CELL,40594780,40594780,2025-08-18 15:47:10.079,C4330475,Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4330475
disease,CANCER,40594780,40594780,2025-08-18 15:47:10.079,C0012634,Disease,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012634
t cells,CELL,40594780,40594780,2025-08-18 15:47:10.079,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
dendritic cells,CELL,40594780,40594780,2025-08-18 15:47:10.079,C0011306,Dendritic Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0011306
m1 macrophages,CELL,40594780,40594780,2025-08-18 15:47:10.079,C4744501,M1 Macrophage,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4744501
b cells,CELL,40594780,40594780,2025-08-18 15:47:10.079,C0004561,B-Lymphocytes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0004561
gastric cancer,CANCER,40594780,40594780,2025-08-18 15:47:10.079,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
humans stomach neoplasms biomarkers,ORGANISM,40594436,40594436,2025-08-18 15:47:10.180,,,,
tumor micrornas,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,,,,
helicobacter pylori,ORGANISM,40594436,40594436,2025-08-18 15:47:10.180,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
gastric cancer,CANCER,40594436,40594436,2025-08-18 15:47:10.180,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
blood,ORGANISM_SUBSTANCE,40594436,40594436,2025-08-18 15:47:10.180,C0005767,Blood,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0005767
gastric carcinoma,CANCER,40594436,40594436,2025-08-18 15:47:10.180,C0699791,Stomach Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0699791
patients,ORGANISM,40594436,40594436,2025-08-18 15:47:10.180,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
human blood samples,ORGANISM,40594436,40594436,2025-08-18 15:47:10.180,,,,
h. pylori,CANCER,40594436,40594436,2025-08-18 15:47:10.180,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
omnibus 2r,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,,,,
cytotoxin-associated gene a,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,,,,
caga,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,C1366582,S100A8 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1366582
hsa-mir-124-3p,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,C4552042,"microRNA-124-3p, human",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4552042
hsa-mir-125a-3p,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,,,,
hsa-mir-29b-3p,GENE_OR_GENE_PRODUCT,40594436,40594436,2025-08-18 15:47:10.180,C3642143,MicroRNA 29b,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3642143
h. pylori,ORGANISM,40594436,40594436,2025-08-18 15:47:10.180,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
blood mirnas,ORGANISM_SUBSTANCE,40594436,40594436,2025-08-18 15:47:10.180,,,,
humans triterpenes oleanolic acid ursolic acid,ORGANISM,40594240,40594240,2025-08-18 15:47:10.284,,,,
phosphatidylinositol 3-kinases methylnitronitrosoguanidine,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,,,,
stomach neoplasms gastric mucosa cell,CANCER,40594240,40594240,2025-08-18 15:47:10.284,,,,
cell line,CELL,40594240,40594240,2025-08-18 15:47:10.284,C0007600,Cultured Cell Line,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007600
tumor cell,CELL,40594240,40594240,2025-08-18 15:47:10.284,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
berberine hydrochloride oleanolic acid pi3 k/akt,CELL,40594240,40594240,2025-08-18 15:47:10.284,,,,
precancerous lesions,CANCER,40594240,40594240,2025-08-18 15:47:10.284,C0940937,Precancerous lesion,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0940937
gastric cancer ursolic acid,CANCER,40594240,40594240,2025-08-18 15:47:10.284,,,,
berberine hydrochloride,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0873019,Berberine hydrochloride,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0873019
ber,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C1829685,Ber-EP4,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1829685
huanglian,ORGANISM,40594240,40594240,2025-08-18 15:47:10.284,C1530482,huanglian,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1530482
ursolic acid,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0077938,ursolic acid,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0077938
oleanolic acid,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0028925,oleanolic acid,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0028925
triterpenoids,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0041113,Triterpenes,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0041113
antitumour,CANCER,40594240,40594240,2025-08-18 15:47:10.284,C0852253,Cellular antitumour therapies,MDR,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0852253
n-methyl-n'-nitro-n-nitrosoguanidine (mnng)-induced malignant,CANCER,40594240,40594240,2025-08-18 15:47:10.284,,,,
human gastric mucosal epithelium,ORGANISM,40594240,40594240,2025-08-18 15:47:10.284,,,,
gastric cancer,CANCER,40594240,40594240,2025-08-18 15:47:10.284,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
plgc,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C2000607,poly(L-lactide-co-glycolide-co-epsilon-caprolactone),MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2000607
phosphoinositide 3-kinase (pi3k)/protein kinase b,GENE_OR_GENE_PRODUCT,40594240,40594240,2025-08-18 15:47:10.284,,,,
akt,GENE_OR_GENE_PRODUCT,40594240,40594240,2025-08-18 15:47:10.284,C0164786,Proto-Oncogene Proteins c-akt,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0164786
malignant cells,CELL,40594240,40594240,2025-08-18 15:47:10.284,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
mcs,CELL,40594240,40594240,2025-08-18 15:47:10.284,C0036221,Mast-Cell Sarcoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0036221
cellular,CELL,40594240,40594240,2025-08-18 15:47:10.284,C0178539,Cellular,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0178539
mnng,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0025800,Methylnitronitrosoguanidine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0025800
epithelial-mesenchymal,CELLULAR_COMPONENT,40594240,40594240,2025-08-18 15:47:10.284,C1523298,epithelial to mesenchymal transition,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1523298
cell,CELL,40594240,40594240,2025-08-18 15:47:10.284,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
mc,CELL,40594240,40594240,2025-08-18 15:47:10.284,,,,
factor-kappa b,GENE_OR_GENE_PRODUCT,40594240,40594240,2025-08-18 15:47:10.284,C0961340,Receptor Activator of Nuclear Factor-kappa B,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0961340
nlrp3,GENE_OR_GENE_PRODUCT,40594240,40594240,2025-08-18 15:47:10.284,C1424250,NLRP3 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1424250
pi3k/akt,GENE_OR_GENE_PRODUCT,40594240,40594240,2025-08-18 15:47:10.284,C1518770,PI3K-AKT Pathway Deregulation,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1518770
cell-clone,CELL,40594240,40594240,2025-08-18 15:47:10.284,C0009013,Clone Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0009013
ursolic,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0077938,ursolic acid,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0077938
oleanolic,SIMPLE_CHEMICAL,40594240,40594240,2025-08-18 15:47:10.284,C0028925,oleanolic acid,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0028925
pi3 k/akt,GENE_OR_GENE_PRODUCT,40594240,40594240,2025-08-18 15:47:10.284,,,,
humans stomach neoplasms helicobacter,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,,,,
helicobacter pylori aged,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C5166458,Helicobacter pylori Ag | Stool | Microbiology,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5166458
pepsinogen a,GENE_OR_GENE_PRODUCT,40593877,40593877,2025-08-18 15:47:10.387,C0077923,Pepsinogen A,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0077923
helicobacter pylori,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
gastric cancer,CANCER,40593877,40593877,2025-08-18 15:47:10.387,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
h. pylori,CANCER,40593877,40593877,2025-08-18 15:47:10.387,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
h. pylori,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
men,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C0027662,Multiple Endocrine Neoplasia,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027662
women,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C0043210,Woman,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0043210
participants,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C0679646,Participant,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0679646
serum anti-h. pylori igg,ORGANISM_SUBSTANCE,40593877,40593877,2025-08-18 15:47:10.387,,,,
pepsinogen,GENE_OR_GENE_PRODUCT,40593877,40593877,2025-08-18 15:47:10.387,C0077923,Pepsinogen A,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0077923
pg,SIMPLE_CHEMICAL,40593877,40593877,2025-08-18 15:47:10.387,,,,
h. pylori-positive,ORGANISM,40593877,40593877,2025-08-18 15:47:10.387,C5205187,Helicobacter pylori Positive,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5205187
hr,CANCER,40593877,40593877,2025-08-18 15:47:10.387,,,,
humans,ORGANISM,40593094,40593094,2025-08-18 15:47:10.486,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
esophageal neoplasms gastrointestinal,CANCER,40593094,40593094,2025-08-18 15:47:10.486,,,,
gastrointestinal,PATHOLOGICAL_FORMATION,40593094,40593094,2025-08-18 15:47:10.486,C0521362,gastrointestinal,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0521362
upper gastrointestinal,ORGANISM_SUBDIVISION,40593094,40593094,2025-08-18 15:47:10.486,C3203348,Upper Gastrointestinal Tract,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3203348
esophagitis,PATHOLOGICAL_FORMATION,40593094,40593094,2025-08-18 15:47:10.486,C0014868,Esophagitis,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0014868
humans stomach neoplasms male,ORGANISM,40592733,40592733,2025-08-18 15:47:10.580,,,,
aged,GENE_OR_GENE_PRODUCT,40592733,40592733,2025-08-18 15:47:10.580,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
adenocarcinoma,CANCER,40592733,40592733,2025-08-18 15:47:10.580,C0001418,Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0001418
gastric cancer,CANCER,40592733,40592733,2025-08-18 15:47:10.580,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
patients,ORGANISM,40592733,40592733,2025-08-18 15:47:10.580,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
gastric adenocarcinoma,CANCER,40592733,40592733,2025-08-18 15:47:10.580,C0278701,Gastric Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0278701
humans stomach neoplasms single-cell,ORGANISM,40580616,40580616,2025-08-18 15:47:10.669,,,,
neoplastic stem cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,C1956421,Neoplastic Stem Cells,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1956421
gastric cancer intratumoral,CANCER,40580616,40580616,2025-08-18 15:47:10.669,,,,
stem cell single-cell,CELL,40580616,40580616,2025-08-18 15:47:10.669,C2454377,"Pheresis of Hematopoietic Stem Cells, Single",ICD10PCS,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2454377
gastric cancer,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
malignancies,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
cellular,CELL,40580616,40580616,2025-08-18 15:47:10.669,C0178539,Cellular,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0178539
tumor populations,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C2924381,Flag for Date of diagnosis of multiple tumors not populated,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2924381
single-cell,CELL,40580616,40580616,2025-08-18 15:47:10.669,C5554878,Single Cell Specimen,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5554878
tumor,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
tissue samples,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C5447184,Number of Abnormal Tissue Samples,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5447184
gastric cancer patients,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C3533302,Functional assessment of cancer therapy for patients with gastric cancer questionnaire - version 4,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3533302
scrna-seq,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C5417695,Single-Cell RNA-Seq,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5417695
chromatin,CELLULAR_COMPONENT,40580616,40580616,2025-08-18 15:47:10.669,C0008546,Chromatin,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0008546
cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
metaplastic cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,C1513170,Metaplastic Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1513170
cancer cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
gastric isthmus stem cells,CANCER,40580616,40580616,2025-08-18 15:47:10.669,,,,
isthmus stem cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,,,,
metaplastic isthmus stem cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,,,,
sucrase-isomaltase,GENE_OR_GENE_PRODUCT,40580616,40580616,2025-08-18 15:47:10.669,C0038635,Sucrase-Isomaltase Complex,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038635
ncbi,GENE_OR_GENE_PRODUCT,40580616,40580616,2025-08-18 15:47:10.669,C0995203,NCBI Taxonomy,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0995203
cancer isthmus stem cells,CELL,40580616,40580616,2025-08-18 15:47:10.669,,,,
gastric intestinal metaplasia,CANCER,40580616,40580616,2025-08-18 15:47:10.669,C0267187,Gastric intestinal metaplasia,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0267187
gastric,ORGAN,40580616,40580616,2025-08-18 15:47:10.669,C1704242,Gastric (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1704242
